,F160W,F160W_error,F160W_nepoch,F555W,F555W_error,F555W_nepoch,F814W,F814W_error,F814W_nepoch,FinalAnalysisFlag,LogPeriod,Name,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,b,bp_g,bp_rp,dec,decSIMBAD,dec_error,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_val,ebv,frame_rotator_object_type,g_rp,l,mWH,mWH_error,matched_observations,mean_varpi_factor_al,parallax,parallaxR16,parallaxR16_error,parallax_error,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_n_obs,phot_variable_flag,pmdec,pmdec_error,pmra,pmra_error,pmra_pmdec_corr,ra,raSIMBAD,ra_dec_corr,ra_error,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,source_id,visibility_periods_used
24,6.894,0.011,3,10.121,0.012,4,8.443999999999999,0.008,4,0,1.092,SS CMA,xxx,488.493,0.0,0.0,4.3707,42.0,3.0,364.0,367.0,367.0,31.0,True,1.44582291756013,0.0053285406141232,0.0360684,276.5,-4.19896376869981,0.831062,1.67404,-25.2572989773815,-25.257344166666662,0.0234222504045563,0.176913,-0.289958,0.0652316,False,xxx,1.07472,0.0,0.84298,239.233873080462,6.299,0.012,48.0,-0.00288192,0.201214873789685,0.312,0.006,0.0291599263616812,6.90039,-0.139259,0.127136,999544.016022052,33039.9601206925,30.2526,10.3519,45.0,1.26703,2931015.35388148,23607.5663395704,124.156,9.52082,392.0,0.0,2714136.74900469,52759.0749318101,51.444,8.67784,44.0,VARIABLE,10.5000226842031,0.0499171984348913,-5.89952538185206,0.0399538011727419,0.00283879,111.529961334291,111.52998916666668,0.0590312,0.0174190983889548,-0.0733222,0.0538128,-0.376826,xxx,xxx,0.0,xxx,xxx,xxx,5.6166e+18,17.0
25,6.435,0.027,1,9.219,0.016,1,7.76,0.0139999999999999,1,1,1.046,SV PER,0.8857,11122.6,0.977360628551668,279.039522125985,84.8095,29.0,26.0,219.0,245.0,245.0,31.0,False,1.57546578587904,0.0501518161750956,0.216127,0.953047,-1.51460597759546,0.609047,1.38831,42.2897048806413,42.28971222222222,0.199065284585246,-0.0555598,-0.673624,0.123974,True,0.4585,0.61186,0.0,0.779262,162.59007444452,5.924,0.0279999999999999,33.0,-0.116846,0.0340045531869981,0.397,0.009,0.277783838936452,0.122414,0.297617,0.256609,2783925.40079779,98417.0465818398,28.287,9.23974,32.0,1.29162,6653764.85756753,68816.087904169,96.6891,8.6307,271.0,0.0,5810237.98630326,142122.19776296,40.882,7.85144,32.0,VARIABLE,-1.73239420530041,0.320219172888135,5.46157530723306,0.40851404983012,0.0585211,72.449765657911,72.44973374999998,-0.0476273,0.248529746219707,0.280996,0.201762,-0.434538,-9.88948863687003,7.16680224753442,15.0,0.0,4.5,4750.0,2.03497e+17,12.0
26,6.024,0.01,1,8.732000000000001,0.026,1,7.302,0.009,1,0,1.149,SV VEL,xxx,279.192,0.0,0.0,1.11226,30.0,2.0,259.0,261.0,261.0,31.0,True,1.48677126132209,0.0084757020277295,0.0384901,127.458,2.36577159827114,0.758877,1.5815,-56.2895427039618,-56.28955416666666,0.0314226074995258,0.255935,-0.249958,0.170042,False,xxx,0.844288,0.0,0.822622,285.998351946506,5.524,0.015,36.0,0.00875783,0.406077584512038,0.409,0.008,0.0374226030659232,10.8511,0.142751,0.308213,2889260.80859347,73606.670949535,39.2527,9.19942,34.0,1.27327,7927362.6374418,55104.8516860263,143.86,8.44054,285.0,0.0,7204425.49264081,134808.408370035,53.442,7.61792,34.0,VARIABLE,2.6712303574658,0.0564811889996971,-7.20573224198516,0.0529420190732473,0.0957491,161.23472070691,161.23477624999998,-0.0367462,0.027784807765208,-0.334362,0.039077,-0.310204,11.3528454138587,4.56671503479201,11.0,0.0,2.0,6000.0,5.35133e+18,16.0
27,4.214,0.027,1,7.268,0.047,1,5.648,0.033,1,0,1.653,SV VUL,0.5307,470.691,0.0,1.6341333962829702e-15,6.01695,35.0,2.0,304.0,306.0,306.0,31.0,True,1.4308933166161,0.00587932195325,0.0362921,192.699,0.321951689642803,0.979902,1.8921,27.4602070668531,27.460231944444445,0.0249254433206872,0.056211,-0.291347,0.0523803,False,0.221,3.76509,0.0,0.912198,63.9469222550287,3.641,0.035,43.0,-0.0121112,0.372855299420565,0.457,0.011,0.0303493401577645,12.2854,-0.0779166,-0.154613,10013971.6695946,477517.241837968,20.9709,7.84987,34.0,1.2843,33678926.5063535,551700.700877173,61.0456,6.86997,332.0,0.0,33239842.170986,1221588.24158566,27.2103,5.95777,35.0,VARIABLE,-5.8196763303038,0.0496864083087786,-2.13887198154622,0.0452316957228776,-0.115193,297.87876445837,297.8787745833333,-0.171374,0.0192606235972456,0.0134783,0.0638421,-0.275348,3.18157121932989,4.34414726194784,20.0,0.0,1.0,6000.0,2.02795e+18,17.0
28,6.214,0.013,1,9.828,0.023,1,7.925,0.038,1,0,1.102,SY NOR,0.428,1090.19,0.0,0.0,13.0278,64.0,8.0,545.0,553.0,553.0,31.0,True,1.42180808506395,0.0049762261605681,0.0437629,243.601,-0.683572891211794,0.909446,1.83171,-54.5664416804753,-54.5664325,0.0206064305408516,4.36607e-05,-0.140514,-0.329172,False,0.1927,9.62636,0.0,0.922268,327.501492157815,5.531000000000001,0.022,67.0,0.0495508,0.400224761100604,0.4379999999999999,0.009,0.0351011849103492,11.402,0.0744189,0.157906,1463886.82009841,51337.0570932028,28.5152,9.93762,61.0,1.31343,4613991.63138934,37863.7236949745,121.858,9.02817,573.0,0.0,4596272.35181399,90691.1543836249,50.6805,8.10591,64.0,VARIABLE,-2.08333989495219,0.0482147378166749,-1.27325687056341,0.0563021219476841,-0.544447,238.678373792655,238.67838291666664,0.00455638,0.0276163729433319,-0.153635,-0.317742,-0.300209,-26.7699436543672,2.99726610309012,6.0,0.25,2.0,5750.0,5.88473e+18,15.0
29,6.004,0.008,3,9.621,0.013,2,7.756,0.017,2,0,1.179,SZ CYG,1.016,365.908,0.0,0.0,5.76022,26.0,1.0,227.0,228.0,228.0,31.0,False,1.40259220669923,0.0065627107330599,0.041521,218.228,3.9764373200654,0.876797,1.86239,46.6012495276867,46.60127277777778,0.0266032678297442,0.341398,-0.447217,0.0406479,False,0.487,2.42327,0.0,0.985591,84.4457834177685,5.336,0.012,31.0,0.0491699,0.361573338600266,0.427,0.008,0.0261559974570429,13.8237,-0.208372,-0.0148616,1531964.34612094,75052.775113033,20.4118,9.88827,29.0,1.38294,4685525.02139563,52795.922436309,88.7479,9.01147,263.0,0.0,4947849.24795753,162067.478340448,30.5296,8.02588,30.0,VARIABLE,-5.42025280742983,0.0516566644640484,-2.25466898124539,0.0458208079483551,-0.207603,308.226210866289,308.22622458333336,-0.104114,0.0216241151399982,-0.00868358,0.0379776,-0.287672,15.650653430858,6.22641503067891,5.0,0.0,4.5,3900.0,2.07143e+18,14.0
30,3.725,0.021,1,6.068,0.023,1,4.828,0.016,1,1,1.432,T MON,xxx,633.7,0.147011433945367,6.28941744411429,16.0177,20.0,12.0,156.0,168.0,168.0,31.0,True,1.53523368227518,0.0166440731472363,0.0643399,37.4459,-2.55508218563601,0.726931,1.50602,7.08569768825762,7.085711388888889,0.0564454521783328,-0.509936,-0.518952,-0.141269,False,xxx,0.690341,0.0,0.779092,203.631988562818,3.298,0.024,24.0,-0.0626642,0.532960544988182,0.746,0.016,0.0659767301782824,8.07801,0.195977,0.303353,25156730.273444,461788.694750201,54.4767,6.84975,11.0,1.24844,67021994.617213,267474.811461971,250.573,6.12282,117.0,0.0,58516176.1290101,646614.017105988,90.4963,5.34373,12.0,VARIABLE,-3.19432518879249,0.0889567250290756,0.768725128355474,0.105649895072931,0.119937,96.3041689864363,96.30416541666666,-0.112742,0.0555393335898335,0.187673,0.0517243,-0.402793,29.3448760676723,11.7941464426741,6.0,0.0,1.0,5000.0,3.32454e+18,10.0
31,3.768,0.019,1,6.385,0.038,1,4.967,0.023,1,0,1.589,U CAR,xxx,893.582,0.0896193279561892,2.99745689383167,15.6107,40.0,29.0,322.0,351.0,351.0,31.0,False,1.49565156407144,0.0063525498564471,0.0365221,84.701,0.0428082157501437,0.113488,1.1466,-59.7321795816014,-59.73218888888889,0.0256081023891627,0.183312,-0.392973,0.119309,False,xxx,2.82745,0.0,1.03311,289.057025604821,3.272,0.026,46.0,-0.0699456,0.478972546064478,0.596,0.013,0.0293417503171224,16.3239,0.199751,0.21313,23814212.7633232,1374615.66736931,17.3243,6.9093,38.0,1.76364,36059720.2273337,1809981.41410858,19.9227,6.79581,396.0,0.0,39782150.6329728,4506592.8386254,8.82755,5.7627,40.0,VARIABLE,2.17147725428972,0.0476648463304856,-5.9659102551868,0.0482551490989328,-0.0412505,164.450726913233,164.45077749999996,-0.0859955,0.024662608466877,-0.207134,0.0345787,-0.429794,18.1009809104523,4.53258563617324,17.0,0.0,1.0,5000.0,5.33836e+18,19.0
32,7.108,0.01,1,9.921,0.024,1,8.457,0.025,1,0,1.0659999999999998,UU MUS,xxx,417.008,0.0,0.0,4.52202,34.0,6.0,299.0,305.0,305.0,31.0,True,1.48691169041519,0.0056530015845519,0.0328459,241.672,-3.23611027406112,0.70141,1.48682,-65.4041821075614,-65.40418333333334,0.0211781027965805,0.162848,-0.319505,0.0483769,False,xxx,1.11244,0.0,0.785414,296.824698063821,6.595,0.017,39.0,-0.11093,0.264244871660504,0.283,0.006,0.0263532871696429,10.027,0.185756,0.301148,1296797.54744974,54439.7568454832,23.8208,10.0692,39.0,1.26247,3374636.34595437,34317.0791452528,98.3369,9.3678,331.0,0.0,2963565.33381884,87573.6213695058,33.8408,8.58238,38.0,VARIABLE,0.328284767057445,0.0381550437271808,-5.91336625745108,0.0419039111507449,0.0554216,178.07378275455,178.07384374999998,0.00560601,0.0212360399679913,-0.17557,-0.0312701,-0.461445,-23.7628868081211,4.03596751956406,8.0,0.0,2.0,6250.0,5.33238e+18,17.0
33,5.99,0.024,1,8.84,0.024,1,7.321000000000001,0.016,1,0,0.976,V0339 CEN,xxx,867.056,0.0,0.0,7.07468,68.0,8.0,595.0,603.0,603.0,31.0,True,1.47928322687378,0.0047593729660206,0.0428418,146.318,-0.542287342596859,0.294168,1.55031,-61.5496612649905,-61.54962833333333,0.0247713083439127,-0.106633,-0.570725,0.110965,True,xxx,12.0211,0.0,1.25614,313.478199660388,5.455,0.026,72.0,0.0269836,0.49561301477092,0.5479999999999999,0.012,0.0309369858610534,16.0201,0.124703,-0.0740186,3396798.29990356,73418.920981742,46.266,9.02371,71.0,1.91397,6074743.13682565,176723.301822825,34.3743,8.72955,623.0,0.0,8230091.42946238,110392.555108525,74.553,7.47341,70.0,VARIABLE,-7.62851317256484,0.0583781844238084,-4.1667216715699,0.0361365435280454,-0.112474,215.452235516368,215.45227291666663,-0.0446039,0.0227725927669319,0.0425007,0.21117,-0.760877,-28.5191576828802,2.29654026489639,28.0,0.0,2.0,6000.0,5.85456e+18,16.0
34,6.808,0.012,1,10.46,0.024,1,8.554,0.0139999999999999,1,0,1.318,V0340 ARA,xxx,379.579,0.0,0.0,5.16385,30.0,9.0,252.0,261.0,261.0,31.0,False,1.42025167381617,0.0083445339200294,0.0472742,270.912,-3.74695061421752,0.974819,1.9412,-51.3426381672142,-51.34260944444445,0.0285680125162097,-0.212215,-0.211769,-0.503354,True,xxx,0.976919,0.0,0.96638,335.17972079448,6.124,0.016,34.0,0.111614,0.247686111161456,0.241,0.005,0.0466327886388469,5.31142,-0.008183,0.0185296,696840.559695793,43982.5436990099,15.8436,10.7436,32.0,1.3362,2332661.74323347,34091.5240249182,68.4235,9.76874,279.0,0.0,2420058.23203754,103216.578357123,23.4464,8.80236,33.0,VARIABLE,-6.6612544757922,0.0531184006763929,-2.60615252589437,0.0667717008905467,0.251985,251.329616573525,251.32963416666664,0.47707,0.0392776421403463,-0.286525,-0.467223,-0.412304,-60.7104393409556,7.5759311284811,2.0,0.0,4.5,4250.0,5.9371e+18,13.0
35,7.158,0.01,1,10.379,0.031,1,8.718,0.023,1,0,1.177,VW CEN,0.4307,655.358,0.0,0.0,9.86023,39.0,10.0,337.0,347.0,347.0,31.0,True,1.46023918609758,0.0061955723048432,0.0335508,282.227,-1.56723385797057,0.923862,1.7929,-64.0555607367703,-64.05555527777777,0.0221818738697604,-0.162654,-0.332931,-0.0428511,True,0.207,1.54717,0.0,0.869043,307.565445101843,6.569,0.018,45.0,-0.00523633,0.219970346731264,0.243,0.005,0.0313795449948339,7.00999,0.274375,0.113322,675395.951331256,14099.0035640443,47.9038,10.7775,34.0,1.26159,2157219.99813927,19001.1974396787,113.531,9.85363,384.0,0.0,2046130.51541999,42822.2881565652,47.7819,8.98459,43.0,VARIABLE,-1.24015013895032,0.0426550014186888,-5.92954281482655,0.0381534543092614,0.288867,203.495899617653,203.49595791666664,0.139696,0.0226694331010856,-0.28699,-0.113651,-0.420468,xxx,xxx,0.0,xxx,xxx,xxx,5.86496e+18,18.0
36,6.47,0.009,5,9.459,0.008,4,7.906000000000001,0.006,3,0,1.037,VX PER,xxx,383.894,0.0,0.0,3.80608,33.0,2.0,289.0,291.0,291.0,31.0,False,1.48256135236295,0.0059240600477055,0.0434886,209.705,-2.95714727547679,0.649689,1.50653,58.4435336920863,58.44353888888889,0.0246520797964075,0.0375221,-0.0531111,-0.0649213,False,xxx,0.632961,0.0,0.856845,132.801698381379,5.922000000000001,0.01,36.0,-0.044046,0.329827130277277,0.4029999999999999,0.008,0.0308057247365907,10.7067,0.0236415,0.182846,2174374.22731323,70577.5886302078,30.8083,9.50805,35.0,1.34093,5395114.95286773,53432.2380702249,100.971,8.85836,308.0,0.0,5060116.08187077,104601.707933119,48.3751,8.00152,36.0,VARIABLE,-1.24512719216639,0.0616834878681897,-0.0552719863382085,0.0568635633248989,0.0697427,31.9520020599001,31.952002499999995,0.124513,0.0212612935041577,0.161171,-0.0604739,-0.106307,xxx,xxx,0.0,xxx,xxx,xxx,5.0678e+17,14.0
37,4.9910000000000005,0.004,6,7.616,0.0139999999999999,5,6.252999999999999,0.0069999999999999,4,0,1.276,VY CAR,xxx,235.985,0.0,0.0,1.63713,24.0,0.0,207.0,207.0,207.0,31.0,False,1.51326478692693,0.0089664232321153,0.0431646,117.791,1.21285177187075,0.75242,1.4717,-57.5653576361875,-57.56536833333333,0.0324096057510673,0.26904,-0.103644,0.210953,False,xxx,1.22403,0.0,0.719284,286.547602026455,4.517,0.0069999999999999,33.0,0.15723,0.512082336464989,0.5379999999999999,0.01,0.0413800915814509,12.3751,0.183921,0.324653,8112172.76684606,280534.930725682,28.9168,8.07855,28.0,1.19294,22125647.0889343,249454.642269637,88.6961,7.32613,259.0,0.0,18282316.7673753,347941.289915963,52.5443,6.60684,26.0,VARIABLE,2.48578393733254,0.0554710449171234,-6.21335816039602,0.06190132218114,0.198375,161.136161841563,161.13621166666664,0.012342,0.0330021385677546,-0.315063,0.0506642,-0.362693,23.7081066942157,7.12590206872421,13.0,0.0,4.5,5500.0,5.35116e+18,16.0
38,6.931,0.017,1,9.772,0.033,1,8.262,0.022,1,0,1.365,VZ PUP,xxx,418.557,0.0,0.0,3.5038,38.0,4.0,327.0,331.0,331.0,31.0,True,1.47371069616537,0.0056306083972619,0.0373995,231.685,-3.31346089566969,0.690145,1.50571,-28.499601177748,-28.49961027777778,0.0235995439023757,0.00447122,-0.277457,0.0505544,True,xxx,0.775102,0.0,0.815561,243.42065413446,6.4,0.023,41.0,0.0248975,0.138201491587375,0.198,0.004,0.0264701442155606,5.22103,-0.0333853,0.110344,1523113.07700585,75376.221426163,20.2068,9.89456,37.0,1.2912,3922663.95924313,45878.1175591465,85.5019,9.20441,349.0,0.0,3541826.42261005,107732.951466745,32.876,8.38885,38.0,VARIABLE,2.17010503881429,0.0493560793919934,-1.3855618592102,0.0391587554214469,0.168405,114.64681845518,114.64682624999998,0.182135,0.016999949358328,0.0186273,0.0381085,-0.00995884,63.484840031979,7.07020786396937,6.0,0.0,4.5,4250.0,5.60005e+18,17.0
39,6.807,0.01,1,9.191,0.03,1,7.944,0.012,1,0,0.951,WX PUP,xxx,361.259,0.0,0.0,2.69279,34.0,1.0,297.0,298.0,298.0,31.0,True,1.52576563557789,0.0075638981022837,0.0406046,207.042,-1.3653872017256,0.581315,1.29294,-25.8761702615736,-25.876180833333333,0.0294426178734313,-0.0853389,-0.0486771,0.157613,False,xxx,0.837779,0.0,0.711623,241.506489424519,6.377999999999999,0.016,36.0,-0.0125147,0.334659735834787,0.372,0.0069999999999999,0.0376438850891463,8.89015,-0.289948,0.225713,2512754.40672202,84024.6633667023,29.905,9.35101,34.0,1.24971,5854193.26834364,50881.2752179567,115.056,8.7697,316.0,0.0,4803281.56416563,95311.8874863252,50.3954,8.05807,34.0,VARIABLE,2.46005146634246,0.0610527730666555,-2.1330296458691,0.0485136463078254,0.0920563,115.495838549669,115.49584874999998,0.113274,0.0214429923249088,-0.16803,0.193626,-0.18972,xxx,xxx,0.0,xxx,xxx,xxx,5.61397e+18,15.0
40,4.8580000000000005,0.009,4,8.202,0.012,6,6.481,0.013,6,0,1.339,WZ SGR,xxx,179.798,0.0,0.0,3.51638,14.0,2.0,123.0,125.0,125.0,31.0,False,1.4167561074431,0.0140528677112023,0.0713871,85.9123,-1.32324902044092,0.920341,1.82025,-19.075831364871,-19.07583027777778,0.0601632676740784,-0.600227,-0.588284,0.286718,False,xxx,4.39508,0.0,0.899906,12.1090105011827,4.245,0.011,17.0,-0.062024,0.513103069763086,0.5539999999999999,0.011,0.077340699234948,6.63432,0.403551,-0.502533,5145818.51977003,298931.474964197,17.214,8.57275,15.0,1.28996,16382561.910827,299104.092445141,54.7721,7.65241,130.0,0.0,15986969.374755,796322.423012094,20.076,6.7525,15.0,VARIABLE,-0.24477281953864,0.0887108889453503,1.14453289754323,0.111873969138359,-0.25474,274.248821428862,274.2488158333333,-0.0755895,0.0565001488771538,-0.0299521,-0.0275578,-0.359109,7.66908721932788,9.95163343926714,9.0,0.0,4.5,4500.0,4.09478e+18,10.0
41,4.08,0.033,1,6.53,0.02,1,5.23,0.049,1,0,1.214,X CYG,xxx,639.886,0.0,0.0,10.2326,39.0,25.0,315.0,340.0,340.0,31.0,True,1.49510261950394,0.0055935577541349,0.0330376,326.379,-4.26262423859848,0.0675073,1.05256,35.5877772810246,35.58779861111111,0.0205633493954092,0.213415,-0.394209,0.0148865,False,xxx,0.799961,0.0,0.985051,76.8704263680101,3.63,0.039,45.0,0.116668,0.898267258626347,0.887,0.023,0.0270077561890955,33.2596,-0.0474369,-0.281926,21163957.0839372,1679286.74099718,12.6029,7.0374,41.0,1.74444,30717843.8389265,1572207.64539126,19.538,6.96989,389.0,0.0,32421485.9696638,3710688.79741323,8.73732,5.98484,41.0,VARIABLE,-5.00133693966762,0.0390147694596457,-6.79678079388053,0.0416550530296621,-0.209323,310.850763457865,310.8507991666666,-0.146377,0.0191167696421813,0.11413,0.0630617,-0.194402,xxx,xxx,0.0,xxx,xxx,xxx,1.87026e+18,16.0
42,5.627999999999999,0.008,4,8.695,0.019,3,7.127999999999999,0.01,3,0,1.414,X PUP,xxx,337.11,0.0,0.0,1.20434,35.0,2.0,312.0,314.0,314.0,31.0,True,1.44359314178029,0.0074537281659791,0.0400194,133.063,-0.77728689443769,0.850457,1.6453,-20.9096824598504,-20.909689166666663,0.0312769982613816,0.293557,-0.211005,-0.159251,False,xxx,1.42882,0.0,0.794838,236.141638708153,5.075,0.012,40.0,-9.73067e-05,0.3019629303021,0.3379999999999999,0.006,0.0429986702640487,7.02261,0.00796931,-0.055965,3015244.23569876,150420.716131974,20.0454,9.15308,39.0,1.22083,9001119.5837584,122813.165339863,73.2912,8.30262,338.0,0.0,7973582.25844932,251570.837762327,31.6952,7.50779,39.0,VARIABLE,1.59984322177275,0.0626244932485011,-1.2668469725185,0.0507690483214574,-0.118359,113.19596478095,113.19597041666664,-0.0283993,0.0241204895169181,0.125823,-0.135196,-0.408504,99.6998875187026,7.00658561524796,13.0,0.0,4.5,4250.0,5.6201e+18,13.0
43,6.832999999999999,0.022,1,9.463,0.027,1,8.067,0.015,1,0,1.196,XX CAR,xxx,313.259,0.0,0.0,2.69205,29.0,0.0,254.0,254.0,254.0,31.0,True,1.49542670587784,0.0066482726577701,0.0377921,218.677,-4.87938001170061,0.571766,1.41839,-65.1347443418469,-65.13475472222223,0.0266733842354728,0.289568,-0.513264,0.0688246,False,xxx,0.573739,0.0,0.846624,291.288012245798,6.346,0.025,32.0,-0.0176533,0.265593846119368,0.261,0.006,0.0271401114747214,9.78603,0.0256733,0.202955,1839060.42207308,121943.493271956,15.0813,9.6899,32.0,1.36213,4247109.1579916,66343.2532641587,64.0172,9.11813,278.0,0.0,3946070.35544996,178092.335936557,22.1574,8.27151,30.0,VARIABLE,2.45382777886273,0.0451525134237393,-5.71719283692427,0.0468594580849941,-0.11502,164.288338051758,164.28839624999998,-0.0636176,0.025428122322613,0.00749201,0.0105483,-0.494296,-11.380968387277,17.3565223745741,3.0,0.0,1.5,6000.0,5.23881e+18,17.0
44,6.455,0.006,6,9.466,0.011,4,7.927,0.009,3,0,1.095,XY CAR,xxx,488.59,0.0,0.0,7.49508,32.0,5.0,279.0,284.0,284.0,31.0,True,1.47555700498342,0.0065764544142502,0.035212,234.889,-3.85897583320586,0.699103,1.47874,-64.2628933137806,-64.26290666666667,0.0220189586320922,0.188609,-0.230164,0.0874961,False,xxx,0.892222,0.0,0.779638,291.420235030368,5.912999999999999,0.008,37.0,-0.0783283,0.329523884932869,0.371,0.0069999999999999,0.0266136610186053,12.3818,0.264132,0.186296,1914017.57701744,76960.351282694,24.8702,9.64652,34.0,1.25862,4970251.64685082,44030.3213807303,112.882,8.94742,318.0,0.0,4341653.26358443,79159.9584554409,54.8466,8.16778,28.0,VARIABLE,3.14844344280317,0.0406086311456943,-5.14473396077786,0.0456696802278051,-0.0277915,165.566882449666,165.5669333333333,-0.0610396,0.0238514281465596,-0.209788,0.00160686,-0.438894,-8.26059146451547,9.60523064135219,4.0,0.0,1.5,5750.0,5.24044e+18,19.0
45,5.77,0.0069999999999999,4,8.773,0.017,3,7.217,0.006,3,0,1.221,XZ CAR,xxx,419.935,0.0,0.0,5.28085,32.0,5.0,282.0,287.0,287.0,31.0,False,1.4749010538131,0.0071022497533603,0.0411107,111.168,-0.766333648840119,0.838263,1.648,-60.9799144369847,-60.97992527777778,0.0273148505867487,0.284342,-0.19672,0.0738332,False,xxx,3.98263,0.0,0.809738,290.294924478438,5.221,0.01,37.0,0.0695562,0.424006624828744,0.422,0.008,0.034522810695904,12.2819,0.0788534,0.312603,3094930.76132681,150056.25513368,20.6251,9.12476,32.0,1.23685,9135808.57712285,123108.984160186,74.2091,8.2865,299.0,0.0,8204722.97748533,306178.320138627,26.7972,7.47676,32.0,VARIABLE,2.52718345011571,0.047875887984923,-7.25583764840767,0.0559902516811617,0.141582,166.056069594495,166.05613375,0.0605825,0.0311464765851068,-0.145277,-0.0285926,-0.509149,xxx,xxx,0.0,xxx,xxx,xxx,5.33804e+18,18.0
46,5.9910000000000005,0.013,5,8.863999999999999,0.016,3,7.401,0.0069999999999999,3,0,1.259,YZ CAR,xxx,427.684,0.0,1.7296901530988402e-15,5.96286,31.0,3.0,271.0,274.0,274.0,31.0,False,1.48408706254593,0.0083757280476661,0.0410926,136.054,-1.38944184321453,0.706584,1.5131,-59.3501785749956,-59.35018805555556,0.0278085251660184,0.155444,0.0400764,0.246256,False,xxx,1.75582,0.0,0.806511,285.581425030437,5.478,0.015,38.0,0.094846,0.320415555505858,0.354,0.0069999999999999,0.0307477530683489,10.4208,0.0399434,0.220222,3261867.28546064,133064.785151775,24.5134,9.06772,34.0,1.27787,8528855.73031541,91279.3263356406,93.4369,8.36114,305.0,0.0,7636901.75821186,195103.749341227,39.1428,7.55463,34.0,VARIABLE,2.23882283930302,0.0513574943638583,-6.62615561858272,0.0525780280269917,0.261966,157.070132207106,157.07018791666664,0.184682,0.0270289500764144,-0.241171,0.187351,-0.20793,-4.0876441932611,3.97497179879118,16.0,0.0,1.5,5750.0,5.25525e+18,17.0
47,5.103,0.02,1,7.466,0.021,1,6.176,0.0139999999999999,1,0,0.98,YZ SGR,xxx,145.845,0.0,0.0,2.36728,13.0,3.0,113.0,116.0,116.0,31.0,True,1.48370273737026,0.0111058930180178,0.0751778,150.356,-7.11797211925808,0.632246,1.30738,-16.7230410498879,-16.723026666666666,0.0453338043435175,-0.302133,-0.419506,0.18278,False,xxx,0.307819,0.0,0.675134,17.752316780554,4.657,0.022,14.0,-0.100209,0.767542364158305,0.7859999999999999,0.017,0.0494802878150952,15.5121,0.12501,-0.0432111,12072852.4943389,773853.888127727,15.6009,7.64686,13.0,1.20292,29478099.3590745,451444.275979328,65.2973,7.01462,116.0,0.0,23387023.3189546,882430.338811682,26.503,6.33948,13.0,VARIABLE,-3.31006353957879,0.0901160048505868,0.259385202423625,0.114424899572116,-0.23869,282.369121207714,282.36912,-0.314547,0.0539291018581725,0.0682245,0.177875,-0.487989,29.9990483751727,6.72146405410922,5.0,0.0,1.0,5000.0,4.09919e+18,9.0
48,5.917000000000001,0.018,1,8.568999999999999,0.022,1,7.157,0.015,1,0,1.037,Z LAC,xxx,398.229,0.0,1.88434098655476e-15,6.74388,26.0,2.0,229.0,231.0,231.0,31.0,False,1.48156309104029,0.0086665514120573,0.0483054,88.2585,-1.62469801284466,-0.613556,1.43192,56.8294561608069,56.8294675,0.0327955510706298,0.270999,-0.359972,0.0137973,False,xxx,0.782252,0.0,2.04548,105.760131036997,5.424,0.021,34.0,-0.00139102,0.457508106747711,0.507,0.011,0.038275340229412,11.9531,-0.184227,-0.107976,4038691.23980786,216912.632852187,18.619,8.83579,27.0,4.09307,3130467.62305678,293577.559787084,10.6632,9.44934,270.0,0.0,8774517.37855947,223611.093993942,39.2401,7.40386,30.0,VARIABLE,-2.69557388725465,0.0693494027987116,-3.9179881850018,0.0600411013683203,-0.231845,340.217242544909,340.2172733333333,-0.000464593,0.0304538017154142,0.378512,-0.0339887,-0.31898,-37.7047977538955,4.3278525731769,13.0,0.0,4.5,4500.0,2.0072e+18,15.0
49,6.513,0.008,3,9.754,0.019,2,8.079,0.021,2,0,1.111,Z SCT,0.752,149.18,0.0,0.0,0.995202,16.0,3.0,138.0,141.0,141.0,31.0,False,1.45152341988299,0.0114791854190391,0.0558539,224.077,-0.772340035932371,0.878661,1.7434,-5.82091246580403,-5.8209027777777775,0.0422571041101054,-0.117206,-0.40773,-0.281126,False,0.367,4.0392,0.0,0.86474,26.786085669917,5.917999999999999,0.0139999999999999,18.0,0.00812621,0.410165547057182,0.362,0.0069999999999999,0.0457529842149214,8.96478,-0.0885318,-0.223628,1198526.48059911,65993.3398678948,18.1613,10.1548,15.0,1.27115,3672005.25421474,48280.9128431264,76.055,9.27611,141.0,0.0,3469135.12181888,114061.048803893,30.4147,8.41137,17.0,VARIABLE,-2.19096575477317,0.0737108513808971,-0.41890950074919,0.0846380878022309,0.0662992,280.738639515755,280.73864124999994,0.117532,0.043136133627872,0.04328,-0.304299,-0.312938,xxx,xxx,0.0,xxx,xxx,xxx,4.25344e+18,9.0
